#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:00	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J%2fMNRAS%2f521%2f1775%2ftable1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75211775
#Name: J/MNRAS/521/1775
#Title: Galaxy Zoo barred galaxies properties with MaNGA (Geron+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	creator=Geron T.	    First author or institution
#INFO	cites=bibcode:2023MNRAS.521.1775G	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/521/1775	    Dataset landing page
#INFO	publication_date=2026-06-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_521_1775_table1:
#Name: J/MNRAS/521/1775/table1
#Title: Astrometric, bar types, inclinations, position angles, bar lengths of our barred galaxies as described in section 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MANGA	(A11)	The MaNGA plate-ifu number of this target (PLATEIFU)	[ucd=meta.id;meta.main]
#Column	Walmsley22	(I3)	Display the Galaxy Zoo DR1&2, DR5 and DeepL version of Walmsley et al. 2022MNRAS.509.3966W, Cat. J/MNRAS/509/3966	[ucd=meta.ref.url]
#Column	Walmsley23	(I3)	Display the Galaxy Zoo DESI of Walmsley et al. 2023MNRAS.526.4768W, Cat. J/MNRAS/526/4768	[ucd=meta.ref.url]
#Column	SDSSIVMaNGA	(I3)	Display the SDSS-IV MaNGA: pyPipe3D data for 10000 galaxies of Sanchez et al. 2022ApJS..262...36S, Cat. J/ApJS/262/36	[ucd=meta.ref.url]
#Column	MaNGAdr15	(I3)	Display the MaNGA catalog DR15 of Wake et al. 2017AJ....154...86W, Cat. J/AJ/154/86	[ucd=meta.ref.url]
#Column	RAJ2000	(F14.10)	The right ascension of this target identical to the OBJRA column in the MaNGA DRPALL (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F17.13)	The declination of this target identical to the OBJDEC column in the MaNGA DRPALL (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	i	(F18.15)	The inclination of the galaxy (inc)	[ucd=src]
#Column	e_i	(F19.16)	The error on the inclination (inc_err)	[ucd=stat.error]
#Column	PA	(F20.16)	The kinematic position angle of the galaxy measured east of north between 0 and 180 (PA)	[ucd=pos.posAng]
#Column	e_PA	(F20.17)	The error on the galaxy PA (PA_err)	[ucd=stat.error]
#Column	PAbar	(F21.17)	The position angle of the bar measured east of north between 0 and 180 (PA_bar)	[ucd=pos.posAng]
#Column	e_PAbar	(F21.16)	The error on the PA of the bar (PA_bar_err)	[ucd=stat.error]
#Column	Rbar	(F19.16)	The bar radius as defined in section 3.3 (R_bar)	[ucd=phys.angSize;src]
#Column	e_Rbar	(F21.18)	The error on the bar radius (R_bar_err)	[ucd=stat.error]
#Column	Rbardp	(F19.16)	The deprojected bar radius as defined in section 3.3 (R_bar_deproj_kpc)	[ucd=phys.size.radius]
#Column	e_Rbardp	(F22.19)	The error on the deprojected bar radius (R_bar_deproj_kpc_err)	[ucd=stat.error]
#Column	z	(F12.9)	The redshift of the target taken from the NSA catalog (redshift)	[ucd=src.redshift]
#Column	BarType	(A10)	The bar type according to GZ DESI either 'Weak bar' or 'Strong bar' (bar_type)	[ucd=meta.note]
#Column	Plate	(A5)	Link for MaNGA dr17 reduced spectrum in target plate database	[ucd=meta.ref.url]
#Column	SDSSdr16	(I3)	Display the SDSS dr16 of Ahumada et al. 2020ApJS..249....3A, Cat. V/154	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MANGA	Walmsley22	Walmsley23	SDSSIVMaNGA	MaNGAdr15	RAJ2000	DEJ2000	i	e_i	PA	e_PA	PAbar	e_PAbar	Rbar	e_Rbar	Rbardp	e_Rbardp	z	BarType	Plate	SDSSdr16	Simbad
 	 	 	 	 	 	deg	deg	deg	deg	deg	deg	deg	deg	arcsec	arcsec	kpc	kpc	 	 	 	 	
--------	-----------	---	---	---	---	--------------	-----------------	------------------	-------------------	--------------------	--------------------	---------------------	---------------------	-------------------	---------------------	-------------------	----------------------	------------	----------	-----	---	------
       1	8440-12704 	  0	  1	  1	  1	136.1423380910	+41.3978271827000	57.757223526414400	 0.1653701854035993	148.5000000000000000	 0.58333333333333337	 98.90635777778152260	   7.2728924251707143	 3.6616848981003374	 0.121236661512569496	 2.6482990287903765	 0.0876839329086168268	 0.027015100	Weak bar  	8440 	  1	Simbad
       2	12495-6102 	  2	  1	  1	  0	160.4607920460	+04.3308024625500	64.231563440635739	 0.2051453965102325	 48.1999999999999886	 0.73333333333333428	 85.44402535837491541	 120.8916077464249952	 4.0534783018817704	 0.133860717631811843	 3.0548370958121218	 0.1008819229903991227	 0.026804302	Weak bar  	12495	  1	Simbad
       3	8450-12705 	  2	  1	  1	  1	171.5780598830	+21.0962357672000	44.813234900976603	 2.2834268003355795	127.5999999999999943	 0.44999999999999934	 93.08022276768929260	 108.1054449065754852	 9.9338895414434667	 0.330432302298357072	 9.8625395917653034	 0.3280589793373287488	 0.042826700	Strong bar	8450 	  1	Simbad
       4	8450-6103  	  0	  1	  1	  1	171.9548268070	+21.3861029393000	65.062480144163374	 0.4132949203379397	173.1999999999999886	 0.59999999999999998	 34.92321721332473317	 110.2883751350407664	 4.7255621655287543	 0.263484175396108355	 5.1514195991888618	 0.2872287989591509327	 0.040622600	Strong bar	8450 	  1	Simbad
       5	8981-6101  	  0	  1	  1	  0	185.9440637450	+36.1528147750000	50.132055713277659	 1.4211240413589010	 29.5999999999999943	 0.71666666666666379	 45.83759259962462806	  96.3750784356609671	 5.9042151882815377	 0.276115608065135021	 4.1517483613700366	 0.1941600173395394147	 0.033324200	Strong bar	8981 	  1	Simbad
       6	12483-12704	  0	  1	  1	  0	187.4131699680	+32.9126339066000	56.293425900441257	 4.0572324626449401	 17.2999999999999829	 0.90000000000000091	 87.34344418038659796	  58.1285897250325689	10.2202147828773349	 0.956208064262722424	 7.0192682430935376	 0.6567260123059421861	 0.022431087	Weak bar  	12483	  1	Simbad
       7	8322-1901  	  0	  1	  1	  1	198.7842454510	+30.4037749681000	45.297927148973422	 0.6916167838746681	 98.6999999999999886	 1.54999999999999960	 22.61477628866219902	  24.4926120804961336	 2.3013551186180043	 0.279714810262524205	 1.2892870711049895	 0.1567044936048907766	 0.023154400	Strong bar	8322 	  1	Simbad
       8	8245-12702 	  2	  1	  1	  0	136.1967946150	+22.0284799156000	60.152977145426419	 0.2625666091533780	 14.7999999999999829	 0.41666666666666669	164.78601370693615991	  89.3702931252295514	10.5601044894333942	 0.245583774827158763	 8.4923339149876593	 0.1974960969394039811	 0.034305200	Weak bar  	8245 	  1	Simbad
       9	8442-9102  	  0	  1	  1	  1	200.2228371310	+32.1907607473000	34.067249049218859	 7.3060913820335909	 15.6999999999999886	 1.56666666666666754	 90.08324046650272976	  16.8860756380403494	 6.1953985049535110	 0.293609660667390138	 4.2265116630401502	 0.2003010224765674474	 0.023028400	Strong bar	8442 	  1	Simbad
      10	8323-12705 	  0	  1	  1	  1	196.7939145030	+34.2980074671000	64.629025902434847	 0.2772459027254967	130.3000000000000114	 0.48333333333333311	118.90196917674245469	  39.4482781896184065	11.0590485104879637	 0.269797379580934304	 8.0080740843673404	 0.1953655779159763350	 0.033842100	Weak bar  	8323 	  1	Simbad
      11	11963-9102 	  2	  1	  1	  0	234.0821838380	+09.3442125320400	47.894819289805334	 1.8163499833103001	 68.6999999999999886	 0.81666666666666543	117.09294687479973618	 141.1373799377261093	 4.5930318895937399	 0.455771111128285611	 4.0822036482944553	 0.4050811179540216855	 0.033421747	Strong bar	11963	  1	Simbad
      12	10001-6102 	  0	  1	  1	  1	132.6539916970	+57.3596675436000	59.554354200531691	 0.7086541793930685	 56.3000000000000114	 0.76666666666666572	 84.82371074807895184	   7.8008562784974851	 4.9356643932811899	 0.114989445348330652	 3.1180023561077825	 0.0726421678936864101	 0.026104600	Weak bar  	10001	  1	Simbad
      13	12622-9102 	  0	  1	  1	  0	200.6963273740	+32.6232691309000	69.450663189707399	 1.0429283908281659	 97.1999999999999886	 0.48333333333333184	 28.83609748211495116	  59.6319732366846864	 2.4296736090292050	 0.553218885711153519	 2.8594768970708091	 0.6510819464950138302	 0.042610347	Weak bar  	12622	  1	Simbad
