#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:20:48 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:20:48	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=Alessi_2	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
Alessi_2            	 260823678740245632	0	0	 0.560861114958855933	74.93479976	+52.5470047	   -0.61298674	0.02751332	   -1.63119228	0.02139369	-3.2303e-01	   1.63062400	0.02415742	 1.03669630	0	 14.690875	  1.304446	  -11.706512	    8.525598	  0.98618999	  0.94695435	  1.01086325
Alessi_2            	 260848482173540992	0	0	 0.529812740226007883	75.13923997	+52.8515343	   -0.61300961	0.11902197	   -1.28470100	0.09496848	-1.4520e-01	   1.63205818	0.11945030	 0.98491937	0	 17.948850	  2.357639	            	            	  0.58381227	  0.56321517	  0.59465927
Alessi_2            	 260890645869676288	0	0	 0.558727470489759237	74.55993112	+53.0821403	   -0.97718548	0.09982379	   -1.37407651	0.07719514	-3.2717e-01	   1.63761060	0.10467886	 1.10165100	0	 17.669214	  2.521521	            	            	  0.61085018	  0.59284844	  0.62188851
Alessi_2            	 260906451349192960	0	0	 0.560861114958855933	75.04538384	+53.1668987	   -0.84133591	0.01458311	   -1.33734519	0.01057394	-4.4280e-01	   1.59186619	0.01403291	 0.96135930	0	 12.376949	  0.746882	   -5.385256	    4.453570	  1.52909231	  1.44410645	  1.57079716
Alessi_2            	 261042992652818944	0	0	 0.538917407002085458	73.30871392	+53.0967997	   -0.89969673	0.14701326	   -1.30018293	0.11602044	-3.6405e-01	   1.64786305	0.13605483	 0.97421855	0	 17.979916	  2.209738	            	            	  0.58017718	  0.55994826	  0.59174185
Alessi_2            	 261065841879365248	0	0	 0.536317089653196466	73.33040628	+53.3863737	   -0.98943808	0.08675075	   -1.11483843	0.07480199	-4.0529e-01	   1.55651299	0.08405968	 1.00276740	0	 17.301900	  2.034554	            	            	  0.64783620	  0.62933584	  0.65855906
Alessi_2            	 261080036748252672	0	0	 0.549873625026807922	74.51603829	+53.2074461	   -0.82061350	0.02588720	   -1.18346422	0.02174152	-2.5832e-01	   1.63197740	0.02842519	 1.22217890	0	 11.226101	  0.390598	   -9.586235	    2.346232	  1.98320764	  1.88353324	  2.10013923
Alessi_2            	 261132332270827136	0	0	 0.518657002217760121	75.09687142	+53.7456978	   -0.71848517	0.21829171	   -1.21229964	0.16240010	-5.2111e-01	   1.54220684	0.21015404	 1.00379860	0	 18.865143	  2.592562	            	            	  0.49434088	  0.48149588	  0.51436226
Alessi_2            	 261164286825941632	0	0	 0.564189174282347272	73.81782999	+53.6927435	   -1.06013992	0.03668005	   -0.91185668	0.02699700	-2.6302e-01	   1.52711504	0.03385576	 0.99965320	0	 15.517080	  1.333541	            	            	  0.85295168	  0.82103758	  0.87075246
Alessi_2            	 273029941434762496	0	1	 0.712022166397018763	71.11139968	+54.2406293	   -1.03528558	0.01441752	   -1.08264939	0.01201316	-2.0061e-01	   1.63240554	0.01483517	 0.99960210	0	 12.553580	  0.722194	  -10.718050	    4.492972	  1.47396551	  1.39546464	  1.51382746
Alessi_2            	 273143289914498432	0	1	 0.665768591201461479	72.72728041	+53.8236800	   -0.88466002	0.19384971	   -1.10607016	0.15587625	-3.1157e-01	   1.61381524	0.19832623	 1.08383370	0	 18.612425	  2.496555	            	            	  0.51832688	  0.50003573	  0.53076680
Alessi_2            	 273165902919678720	0	1	 0.580649107600191394	73.16541448	+54.1744709	   -0.97670963	0.01493833	   -1.16923442	0.01090567	-2.1907e-01	   1.68722000	0.01340354	 0.95801880	0	 12.740766	  0.813744	  -10.168374	    1.910099	  1.41926826	  1.34682284	  1.45518217
Alessi_2            	 273242039802233600	0	0	 0.706855214408233179	73.34594853	+53.9980413	   -0.77277014	0.02625879	   -1.35494220	0.01870889	-3.3321e-01	   1.58815298	0.02337579	 1.06109560	0	 14.625475	  1.126962	   -1.705665	    5.996291	  0.99756001	  0.95772379	  1.02277173
Alessi_2            	 273249053483597056	0	1	 0.780941930940301621	73.54450177	+54.2144210	   -0.91291950	0.35978320	   -1.20307201	0.28269088	-2.1075e-01	   1.59481550	0.35506797	 1.06894270	0	 19.616037	  2.675140	            	            	  0.41289897	  0.39273811	  0.42554096
