#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:25:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:25:26	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=Roslund_5	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
Roslund_5           	2030774616193421440	0	0	 0.497154991681955982	301.3930261	+31.2020646	    2.10411170	0.03511523	   -1.71204698	0.04657536	-2.4927e-01	   1.70625150	0.04173365	 1.02649860	0	 16.329664	  1.629891	            	            	  0.68924157	  0.66837395	  0.70707648
Roslund_5           	2030780045032295296	0	1	 0.559771961236589899	301.2914417	+31.3454435	    1.91829633	0.01221755	   -1.75549723	0.01538355	-1.8204e-01	   1.73716853	0.01508519	 1.05018720	0	 12.863346	  0.751737	  -18.801815	    2.367122	  1.24989283	  1.20778985	  1.27434766
Roslund_5           	2030815469923632512	0	1	 0.525103758247381869	301.6551506	+31.7200170	    1.93940031	0.01516049	   -1.32870699	0.01423462	 1.2981e-02	   1.74167344	0.01528872	 1.39865530	0	 12.519068	  0.886484	  -11.045198	    5.735751	  1.33508417	  1.28819505	  1.36185619
Roslund_5           	2030826636838696448	0	1	 0.503075468051503605	301.5390906	+31.6776592	    1.87072083	0.01025723	   -1.72923261	0.01147832	-5.7023e-02	   1.68689290	0.01121206	 0.84749424	0	 11.932679	  0.555746	   -9.674480	    4.180139	  1.50125280	  1.43726321	  1.52802691
Roslund_5           	2030836876040762496	0	1	 0.504118840181329131	301.6820464	+31.9254257	    1.78400625	0.02808362	   -1.49797472	0.02981937	-1.4042e-01	   1.75989643	0.03025771	 1.09878440	0	 15.675876	  1.453808	            	            	  0.75697471	  0.74069599	  0.77292275
Roslund_5           	2031014683377840384	0	1	 0.507200294668641694	300.8045737	+31.9071502	    2.00764112	0.12314752	   -1.58197014	0.16054922	-2.6109e-02	   1.82230654	0.13714892	 1.01699950	0	 18.492104	  2.686552	            	            	  0.47352231	  0.46204672	  0.49183182
Roslund_5           	2031019120105865216	0	0	 0.498701428999326069	301.2673332	+31.8161442	    1.85618453	0.05375168	   -1.50331520	0.06113298	-1.0842e-01	   1.73624287	0.05807839	 0.95108217	0	 17.114738	  2.051928	            	            	  0.61087996	  0.58222629	  0.62399689
Roslund_5           	2031032279885827328	0	1	 0.561301785102011674	301.3355168	+32.0708376	    1.77107601	0.04700718	   -1.78214679	0.05292544	-4.4125e-02	   1.71196622	0.04881450	 0.97651470	0	 16.684969	  1.794013	            	            	  0.65302077	  0.62070592	  0.66560845
Roslund_5           	2031045057380926336	0	1	 0.613700397405661624	301.3569044	+32.1902471	    1.81464239	0.00951039	   -1.84688802	0.01184706	-2.2285e-01	   1.74999500	0.01031768	 0.89341810	0	 12.624077	  0.712695	  -11.632236	    2.624129	  1.30829680	  1.26066125	  1.33198809
Roslund_5           	2031050421828338688	0	1	 0.513705268005070215	301.2012591	+32.2940154	    1.79859087	0.13942996	   -1.57097771	0.16268647	-6.0366e-02	   1.85917191	0.15998834	 3.82889200	0	 16.439516	  1.422901	            	            	  0.67762001	  0.64920695	  0.69218296
Roslund_5           	2054825883288262400	0	0	 0.495879373388872224	302.3627730	+32.0794635	    2.41083370	0.03651901	   -1.68191039	0.04199367	-1.0044e-01	   1.74700159	0.04260324	 1.00043950	0	 16.537920	  1.746048	            	            	  0.66798000	  0.64173236	  0.68603587
Roslund_5           	2054845915016343552	0	1	 0.525793047421792781	301.9484050	+32.0248540	    1.63498161	0.23792568	   -1.66661871	0.30970073	-1.9076e-01	   1.78097927	0.26983535	 1.07474290	0	 19.305530	  2.814585	            	            	  0.38027668	  0.36067885	  0.39958593
Roslund_5           	2054864022598985600	0	1	 0.545350398995354202	301.8045064	+32.2383639	    2.27823905	0.07658365	   -1.58140168	0.08410238	-3.7298e-02	   1.75257890	0.07772480	 1.08150450	0	 17.409231	  2.592533	            	            	  0.58214197	  0.56037026	  0.59598104
Roslund_5           	2054881335618707840	0	1	 0.513452543192393418	302.3476564	+32.3972470	    2.04425142	0.19791636	   -1.75005151	0.23724014	-7.5162e-03	   1.83599159	0.23065315	 1.00901540	0	 19.321783	  3.007643	            	            	  0.37845052	  0.36140213	  0.40040671
