#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:24:53 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:24:53	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=OC_0279	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
OC_0279             	 167756444718217600	0	1	 0.657531913898501630	60.38010709	+31.2395777	    5.80866195	0.09237099	   -9.80409829	0.05715411	-1.3308e-01	   3.45469977	0.07308178	 1.01918980	0	 16.814050	  3.190401	            	            	  0.45445646	  0.41406277	  0.54447302
OC_0279             	 168319875707029760	1	1	 0.831547877993635831	57.66295023	+31.2309964	    6.05739118	0.14861313	   -9.41586016	0.09198751	-5.3682e-04	   3.44169657	0.13067988	 0.94342390	0	 17.575552	  3.449184	            	            	  0.32712185	  0.26574898	  0.36779699
OC_0279             	 168449892956990592	1	1	 0.737440809155208710	58.78485591	+30.9941895	    5.71770686	0.18642192	   -9.01391739	0.11706848	-3.3543e-02	   3.50924648	0.14070678	 0.99028724	0	 18.119920	  3.541794	            	            	  0.25926962	  0.21006614	  0.29121191
OC_0279             	 168476727913888256	0	1	 0.792540529396232984	59.90688768	+31.0321026	    5.99806997	0.11005629	   -9.44051102	0.08006402	 1.3012e-01	   3.51545586	0.10127334	 1.05666760	0	 17.222130	  3.246572	            	            	  0.38120776	  0.34518217	  0.46523994
OC_0279             	 168482637788756096	0	1	 0.713576410060081989	59.67032634	+30.9718386	    6.14500754	0.09003496	   -9.21144375	0.06714768	 1.5351e-01	   3.44191141	0.08487654	 0.97711945	0	 17.143774	  3.278404	            	            	  0.39497408	  0.35720965	  0.47922089
OC_0279             	 168512152804219136	0	1	 0.691597971964604596	60.25227894	+31.4095815	    5.79549415	0.11699476	   -9.48625737	0.06750654	-3.9469e-02	   3.58240645	0.07702172	 1.27470170	0	 16.452969	  3.443915	            	            	  0.52608976	  0.47938385	  0.61480930
OC_0279             	 168515794936488704	0	1	 0.730888100258702877	59.96330605	+31.2651011	    5.87731268	0.08828398	   -9.57492617	0.06121062	 1.0137e-01	   3.58610295	0.08294032	 1.01287010	0	 16.849257	  3.239371	            	            	  0.44833810	  0.40837746	  0.53743008
OC_0279             	 168518131398560896	0	1	 0.772731788786321871	60.00867995	+31.3626600	    5.67496010	0.14181390	   -9.63988389	0.08391743	-1.1050e-01	   3.55662295	0.10887946	 1.02318180	0	 17.373920	  3.259914	            	            	  0.35609825	  0.29285647	  0.40666006
OC_0279             	 168520536580062720	0	1	 0.717600722050894646	59.91482686	+31.3695457	    5.60248685	0.05084763	   -9.38637109	0.03388639	-7.6659e-02	   3.43581436	0.04457197	 1.10557950	0	 15.735009	  2.661269	            	            	  0.67607905	  0.65521414	  0.71764079
OC_0279             	 168535379987131776	0	1	 0.745345188084863830	59.50431759	+31.1470351	    6.14232587	0.04380567	   -9.07855308	0.02904139	 3.3030e-02	   3.45040847	0.03853926	 1.27325750	0	 15.263823	  2.700980	            	            	  0.71843815	  0.70969898	  0.74218969
OC_0279             	 168561905705348096	1	1	 0.970385271363732427	59.53459630	+31.5203059	    6.03654507	0.04420683	   -9.37634014	0.02668706	 8.5964e-02	   3.51913993	0.03982319	 1.01277340	0	 15.527589	  2.467841	   26.100390	    7.688589	  0.70244649	  0.68269375	  0.72529276
OC_0279             	 168644605297592320	1	1	 0.746024354427403225	58.58112807	+31.2177655	    6.63806036	0.34393913	   -9.42983672	0.23539790	 1.7026e-01	   3.53394745	0.23738657	 0.99228750	0	 18.964415	  3.729395	            	            	  0.17846098	  0.14916302	  0.20013776
OC_0279             	 168679656528074880	1	1	 0.882801215988051391	57.85433224	+31.2127400	    6.27069658	0.09991478	   -9.29071042	0.06018428	 8.5993e-02	   3.49610817	0.09320620	 1.05372550	0	 16.906353	  3.194212	            	            	  0.43843867	  0.39838644	  0.52724556
OC_0279             	 168693503502621952	1	1	 0.635981639818634314	57.81183631	+31.3495796	    5.64454376	0.33690220	   -9.85140936	0.21031515	 2.2550e-01	   3.38220741	0.31112608	 1.06678720	0	 18.800516	  3.676512	            	            	  0.19184259	  0.15960356	  0.21566177
OC_0279             	 168707590995305600	1	1	 0.696536996755717563	58.08010585	+31.6444188	    6.77301127	0.15987068	   -9.48778718	0.12101839	 1.6731e-01	   3.62835027	0.13358116	 1.06117810	0	 17.971758	  3.553782	            	            	  0.27753889	  0.22398685	  0.30984072
