#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:20:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:20:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=ASCC_128	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
ASCC_128            	1986077922327436672	0	0	 0.815331667578258146	345.6497275	+50.9833784	    0.93074950	0.01220419	   -0.29738348	0.01231815	-1.8219e-01	   1.46332599	0.01326809	 0.93593670	0	 11.832856	  0.421233	  -15.309515	    2.460559	  1.70569208	  1.64613538	  1.74934474
ASCC_128            	1989085769522109824	0	0	 0.817802454402219881	345.7365865	+51.2010027	    0.50962938	0.16519962	   -0.26377886	0.15952323	-8.9811e-02	   1.46221540	0.14983597	 0.95058460	0	 18.562881	  2.349461	            	            	  0.51948823	  0.51044412	  0.53425859
ASCC_128            	1989158856988411776	0	0	 0.817802454402219881	345.6698130	+51.5656066	    1.06654647	0.14276877	   -0.03163849	0.14069079	-1.2213e-01	   1.47394901	0.14252490	 1.02124010	0	 18.602869	  2.501490	            	            	  0.51546233	  0.50717697	  0.52984798
ASCC_128            	1990229609514795008	0	0	 0.794264973194047319	344.9246940	+52.8960660	    0.42665810	0.01241479	   -0.22083855	0.01153586	-3.1712e-01	   1.39663485	0.01257896	 0.92898240	0	 12.894304	  0.780993	  -13.994348	    2.850196	  1.36569374	  1.32805824	  1.39833810
ASCC_128            	1990230227990071424	0	0	 0.787616161981957275	345.0261530	+52.9603528	    1.18070568	0.01107742	    0.16341765	0.00962802	-2.4762e-01	   1.44455572	0.01179354	 1.02017530	0	 13.161856	  0.816438	  -15.156738	    3.655260	  1.29705322	  1.26160097	  1.32694674
ASCC_128            	1990306197373452928	0	0	 0.796119559329197313	345.0895041	+53.4024821	    1.08951291	0.02968796	    0.09611649	0.02842972	-1.9459e-01	   1.52158258	0.02871962	 1.01160450	0	 15.624055	  1.376291	            	            	  0.83248461	  0.81219956	  0.84927364
ASCC_128            	1990306815848737408	0	0	 0.826046213231325099	345.0569822	+53.4022558	    0.68773110	0.02132283	    0.11331460	0.01990713	-2.6957e-01	   1.44531119	0.01907910	 1.10633990	0	 14.501962	  1.077892	  -13.282380	    8.051951	  1.01370172	  0.98820219	  1.03437844
ASCC_128            	1990460781834588160	0	0	 0.794376313803218270	344.2778835	+53.1180590	    1.18574221	0.01728753	    0.20075438	0.01549636	-5.3958e-01	   1.43290178	0.01497317	 1.00274860	0	 13.972144	  1.045644	  -14.891108	    4.104705	  1.11792963	  1.09141913	  1.14362509
ASCC_128            	1990509813181744768	0	0	 0.812933658722615804	344.6759502	+53.6110731	    0.44552529	0.01931027	    0.03061940	0.01690787	-3.3141e-01	   1.42423243	0.01702298	 0.96201620	0	  9.158562	  0.143239	            	            	  3.66447086	  3.33393014	  3.89586459
ASCC_128            	1990521525548770688	0	0	 0.796052731781994094	343.7424536	+53.2813714	    1.00689975	0.22692376	   -0.23395673	0.21220173	-3.2296e-02	   1.38488279	0.22481807	 1.08417890	0	 19.271378	  2.638321	            	            	  0.44020187	  0.42712544	  0.45997251
ASCC_128            	1992103688423688704	0	0	 0.817802454402219881	346.8274450	+51.5922641	    1.09104935	0.08814461	   -0.18998400	0.08922229	-3.3564e-01	   1.49200269	0.09054432	 1.02170540	0	 17.830997	  2.179964	            	            	  0.59021891	  0.57295777	  0.60642285
ASCC_128            	1992107059978373632	0	0	 0.817802454402219881	347.2879106	+51.4447832	    1.11584766	0.01698382	   -0.23477958	0.01651664	-2.1076e-01	   1.45934049	0.01737186	 1.01622780	0	 14.606620	  1.025647	   -8.646420	    4.432268	  0.99500961	  0.96985205	  1.01450472
ASCC_128            	1992263499867035392	0	1	 0.817802454402219881	348.4910471	+52.3055974	    1.10189618	0.02136568	   -0.30698982	0.01995985	-1.6354e-01	   1.47509072	0.02258243	 0.99152730	0	  9.723768	  0.041638	  -10.604681	    6.246923	  3.13191103	  2.94394821	  3.29607961
ASCC_128            	1992812839062073728	0	1	 0.808807527969597873	351.9043626	+53.7747368	    2.00245018	0.06572061	    0.24097410	0.05879108	-2.5610e-01	   1.46705833	0.06654829	 0.96477340	0	 17.345880	  1.996622	            	            	  0.63764968	  0.61695164	  0.65460098
