#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:25:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:25:06	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=OCSN_3	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
OCSN_3              	4065530009967612672	0	1	 0.614009771913799907	274.8322188	-24.0332980	    5.44217244	0.02564295	  -29.40548115	0.01904148	 1.6200e-01	   6.75125511	0.02137042	 0.78513660	0	 10.844282	  0.954090	   -8.381096	    0.633670	  1.05552284	  1.03799230	  1.07912291
OCSN_3              	4065621093275142016	0	1	 0.736550040358155966	274.1447961	-23.4696341	    6.25330294	0.02167360	  -29.76837788	0.01581186	 3.5887e-02	   6.83050888	0.02135253	 0.62721420	0	 11.673610	  1.128463	  -11.408794	    0.475843	  0.91415628	  0.90086237	  0.93199815
OCSN_3              	4066370616617639424	0	1	 0.820558292129336730	273.9232451	-23.4196887	    6.86587172	0.02575792	  -29.64063878	0.01849876	 3.8862e-01	   6.69535627	0.02046798	 0.79834145	0	 12.758827	  1.407112	  -12.856226	    3.723057	  0.76489023	  0.75308567	  0.77710476
OCSN_3              	4066370616641756672	0	1	 0.739597738250897030	273.9245295	-23.4204735	    6.86626473	0.02278423	  -29.12624462	0.01556808	 1.1097e-01	   6.64617821	0.01688286	 0.58568290	0	 11.491271	  1.067986	  -10.033689	    1.920087	  0.94300341	  0.92769615	  0.96059563
OCSN_3              	4077272033970098304	0	1	 0.637943140402490672	276.2563845	-24.5395601	    6.86687544	0.26505455	  -30.56815229	0.20785110	 3.0385e-01	   6.69381747	0.26851842	 1.04888710	0	 18.701258	  3.961784	            	            	  0.20019833	  0.19605714	  0.20460984
OCSN_3              	4089548291738865152	1	1	 0.713571606237603850	276.3694771	-22.7783742	    6.80060410	0.07662731	  -30.94994153	0.06051862	 2.2067e-01	   6.77721419	0.07213803	 1.03668190	0	 16.728678	  2.982652	            	            	  0.37479160	  0.36567727	  0.38145875
OCSN_3              	4089664251642969984	0	1	 0.792752622345282987	274.9199909	-22.9985866	    6.57077668	0.17127408	  -31.01093943	0.14502569	 3.9193e-01	   6.77163856	0.15442720	 0.90535960	0	 18.115301	  3.085022	            	            	  0.24147162	  0.23575729	  0.24684347
OCSN_3              	4089792585111815168	1	1	 0.990754105861553880	275.2407879	-22.5039628	    6.62521201	0.02253982	  -28.94063440	0.01729715	-1.2788e-01	   6.69558332	0.01677571	 0.58428860	0	 11.373688	  1.055651	  -12.830746	    3.343003	  0.96195460	  0.94637260	  0.98037622
OCSN_3              	4089992288256834944	1	1	 0.664643158992467176	277.6057183	-22.3888436	    8.11312605	0.02381942	  -29.98064008	0.01760709	-1.2749e-01	   6.93796557	0.02137733	 0.92319185	0	 13.160915	  1.595319	            	            	  0.72249123	  0.71265600	  0.73094769
OCSN_3              	4090153465440715392	1	1	 0.811049472641988012	276.6489414	-22.1665029	    7.50011165	0.06182417	  -29.35136758	0.04640585	 2.1167e-01	   6.58847181	0.04934945	 1.02091490	0	 16.198557	  2.774030	            	            	  0.42880081	  0.41889613	  0.43572070
OCSN_3              	4090215008050843776	1	1	 1.000000000000000000	275.9328308	-21.8628164	    7.01517719	0.04857061	  -29.95710896	0.03729628	-1.2851e-01	   6.72863181	0.03785314	 1.10990860	0	 15.295233	  2.428652	   10.899110	    9.475577	  0.52179535	  0.51374227	  0.52874104
OCSN_3              	4090217099674730880	1	1	 0.659715009314857492	276.0094168	-21.7762500	    8.75079283	0.04185722	  -29.57265698	0.03337159	 9.0095e-02	   6.63841954	0.03415910	 1.68828030	0	 12.243349	  1.316980	   -9.960874	    0.556302	  0.83150111	  0.81951822	  0.84627675
OCSN_3              	4090222150550554624	1	1	 0.709038711980230718	276.3672650	-21.8573530	    6.85572320	0.08736737	  -29.52888660	0.06917427	 3.1031e-01	   6.46443364	0.07621001	 4.07451060	1	 12.728370	  1.623424	  -10.374660	    2.001897	  0.76868391	  0.75703506	  0.78082905
OCSN_3              	4090224590103312640	1	1	 0.985353461854769019	276.2440868	-21.8399503	    7.18321224	0.16980408	  -29.70870181	0.15239786	 4.3672e-01	   6.73666934	0.15221775	 1.06131950	0	 17.979218	  3.238043	            	            	  0.25123877	  0.24477015	  0.25720963
