#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:26:29 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:26:29	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=UBC_56	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
UBC_56              	 254129920667789440	0	0	 0.590453705288011443	70.25201934	+46.7120472	    1.34440459	0.06129751	   -4.07048441	0.05245581	 1.3354e-01	   1.10924138	0.04861335	 1.09414600	0	 15.951978	  1.635589	            	            	  1.11829378	  1.09637193	  1.16165315
UBC_56              	 254142977368267008	0	0	 0.615296491079814545	70.65157102	+46.8143869	    1.33915846	0.09635573	   -4.20414047	0.07889185	 3.0865e-01	   1.16107608	0.08116227	 0.94464590	0	 17.009120	  1.772032	            	            	  0.91861731	  0.90243513	  0.95245521
UBC_56              	 254157786415917824	1	0	 0.564918324863670662	70.71920119	+46.9611860	    1.59519989	0.07466744	   -3.97155080	0.05299019	 3.0322e-01	   1.04317242	0.05838658	 1.11919650	0	 16.089958	  1.518564	            	            	  1.09013869	  1.06812626	  1.13152719
UBC_56              	 254158267451744256	1	1	 0.633775247117140395	70.75424589	+47.0037822	    1.43593946	0.07102901	   -4.25000036	0.06064552	 3.2223e-01	   1.05114388	0.06699756	 1.04445990	0	 16.556103	  1.560006	            	            	  0.99856117	  0.97935415	  1.03634005
UBC_56              	 254161943943716736	1	1	 0.752631463575635040	70.73344053	+47.0918400	    1.47650608	0.02789314	   -4.15696534	0.02308452	 3.5015e-01	   1.13090105	0.02335857	 1.00165800	0	 14.584409	  1.204141	   -0.374950	    8.957769	  1.46526420	  1.42344285	  1.53108132
UBC_56              	 254162420682225920	1	1	 0.556466803887464168	70.63884446	+47.0697004	    1.38851694	0.07927441	   -3.65469843	0.06799515	 3.2258e-01	   1.03616836	0.07256016	 0.96946640	0	 16.871143	  1.723626	            	            	  0.94249726	  0.92462816	  0.97654780
UBC_56              	 254170568237964288	1	0	 0.569842596284940273	71.03175418	+47.2540685	    1.33588003	0.06473852	   -4.11540583	0.05434207	 1.8662e-01	   1.09529521	0.05230504	 0.97106660	0	 16.149023	  1.460815	            	            	  1.07812599	  1.05702974	  1.11899215
UBC_56              	 254287185192029440	1	1	 0.597567250263929317	69.42602659	+46.8785884	    1.58026768	0.03939649	   -3.95370989	0.02755497	-1.9769e-01	   1.15373039	0.03651930	 1.01335810	0	 15.689996	  1.859518	            	            	  1.17554959	  1.14978060	  1.22108736
UBC_56              	 254317932860934528	1	1	 0.628197335268756096	69.85738734	+46.7698835	    1.47033771	0.40373573	   -4.19951193	0.36335102	 4.1306e-02	   1.18357753	0.35987887	 1.06379120	0	 19.272148	  2.303545	            	            	  0.63073151	  0.62231821	  0.65017913
UBC_56              	 254322644441552640	1	1	 0.759245034304910416	70.12337416	+46.8525273	    1.49420647	0.03609455	   -4.04796934	0.03328960	 1.4887e-01	   1.14407751	0.03277119	 1.01581430	0	 15.315189	  1.624319	            	            	  1.26407205	  1.23119339	  1.31107437
UBC_56              	 254324637306501504	1	1	 0.611019315750755077	70.41160002	+46.9942371	    1.66116850	0.05734790	   -3.88692155	0.03826827	 3.1905e-01	   1.06713621	0.04600472	 0.98698735	0	 15.603654	  1.666369	            	            	  1.19532636	  1.16562412	  1.23790820
UBC_56              	 254338342543242880	1	1	 0.838080857120853340	69.85442889	+47.0739837	    1.34034590	0.15750311	   -3.97522994	0.12298087	-9.1150e-02	   1.22741549	0.14735429	 1.02471710	0	 17.957537	  2.157333	            	            	  0.77592573	  0.76271447	  0.80075143
UBC_56              	 254339201536600704	1	1	 0.793660942639478839	70.09667293	+47.0136527	    1.32721026	0.10962985	   -3.95904535	0.11295579	-4.8054e-02	   1.05846157	0.10348185	 1.00886260	0	 17.307272	  1.905535	            	            	  0.87031402	  0.85579402	  0.90171814
UBC_56              	 254340232328806272	1	1	 0.843849531824906851	70.04082399	+47.0454537	    1.45989027	0.07617511	   -4.03454108	0.06698529	 1.6233e-01	   1.15709344	0.06507458	 0.98226720	0	 16.574106	  1.835329	            	            	  0.99531098	  0.97607563	  1.03275968
UBC_56              	 254340408426242688	1	1	 0.623126671739324012	70.01760299	+47.0573272	    1.10320195	0.04364854	   -4.10093257	0.03555697	-5.5650e-02	   1.05102035	0.03959212	 1.03740060	0	 15.593444	  1.637363	            	            	  1.19762387	  1.16791963	  1.24038375
