#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:23:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:23:20	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=Melotte_111	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
Melotte_111         	1239539282592104960	0	0	 0.231796795852810961	218.4130460	+20.2417128	   -6.94652728	0.14531408	   -6.65624356	0.15224019	-7.6461e-02	  10.15098401	0.19497114	 1.05654940	0	 18.159280	  3.496487	            	            	  0.15836735	  0.15532230	  0.16048370
Melotte_111         	1239806051600255360	0	0	 0.246991122609738739	216.2635160	+19.4449053	   -7.37178325	0.36220977	   -6.67850550	0.31440803	-2.7105e-02	  10.27556305	0.34373367	 1.03672960	0	 19.002645	  3.647047	            	            	  0.13075263	  0.12829563	  0.13271982
Melotte_111         	1252936556898636032	0	0	 0.247909177418639132	214.0078269	+22.0264432	   -5.91880875	0.02712182	   -7.69137035	0.02362782	 1.4385e-03	   9.88440118	0.02968313	 1.10524370	0	 15.165752	  2.593718	    3.176034	    7.715050	  0.40175218	  0.39622523	  0.40579770
Melotte_111         	1253655156466983168	0	0	 0.263922124904918232	212.4077717	+22.7543520	   -9.02328542	0.03229288	   -6.23449164	0.02709327	 2.2947e-02	  10.98117947	0.03237075	 1.08085200	0	 15.463689	  2.856022	  -14.918340	    3.444006	  0.37244503	  0.36731432	  0.37614477
Melotte_111         	1253730296919135104	0	0	 0.250918378071294468	213.9577076	+22.4889760	   -6.19378329	0.08448549	   -7.94411257	0.08439708	-9.7601e-02	   9.85721211	0.10278612	 1.00546280	0	 17.543299	  3.278320	            	            	  0.19272877	  0.18945537	  0.19517612
Melotte_111         	1254338434224129920	0	0	 0.268607248775295682	216.4163244	+22.7116853	   -6.82006990	0.03778480	   -6.77474773	0.04701540	-4.2490e-01	   9.95271835	0.04427572	 1.17619490	0	 15.554282	  2.773364	            	            	  0.36380734	  0.35878485	  0.36761350
Melotte_111         	1254809987273415168	0	0	 0.268507809162226718	216.6180857	+24.4465953	   -6.43866279	0.04931192	   -7.71870022	0.05186999	 3.3183e-02	  10.21264239	0.05891487	 1.08044470	0	 16.470993	  2.916859	            	            	  0.27243720	  0.26756443	  0.27605161
Melotte_111         	1255608919909898112	0	0	 0.270417826136782669	215.3594461	+24.5860182	   -9.05889829	0.21990790	   -7.07217076	0.23108801	-7.3175e-02	  10.29091943	0.24319299	 0.95650935	0	 18.948648	  3.601288	            	            	  0.13214758	  0.12950612	  0.13391776
Melotte_111         	1256911463231145472	0	0	 0.255723620989396827	210.1123023	+23.6062134	  -10.05504720	0.29108697	   -6.75065938	0.25674522	 3.7065e-02	  10.75191580	0.34758782	 5.30558060	0	 16.302200	  2.947641	            	            	  0.28839990	  0.28288282	  0.29179089
Melotte_111         	1258687243230062976	0	0	 0.267289568604082373	210.5492436	+26.3691311	   -7.30691631	0.08141869	   -8.71207813	0.06562149	 2.4524e-02	  10.77643023	0.08197986	 1.00170640	0	 17.183624	  3.168685	            	            	  0.21643716	  0.21287565	  0.21935777
Melotte_111         	1259389659361730048	0	0	 0.285664787703352574	214.8261367	+26.3215846	   -9.30523634	0.01638027	   -6.59665682	0.01587798	 1.8205e-01	  11.27642299	0.01910448	 0.88290050	0	 11.224125	  1.242546	   -1.888387	    0.332299	  0.79508721	  0.78585317	  0.80020350
Melotte_111         	1259987931126020736	0	0	 0.285664787703352574	212.3218399	+26.6546372	   -9.38993178	0.10008670	   -6.80661376	0.08395969	 9.4269e-02	  11.26419937	0.09238646	 0.96895075	0	 17.650097	  3.444208	            	            	  0.18669168	  0.18353655	  0.18918475
Melotte_111         	1260123858250996608	0	0	 0.270072770019379127	212.7830511	+27.5229654	   -9.71196768	0.04643226	   -7.35698871	0.04463009	 1.2484e-01	  11.71364172	0.05303695	 1.02676220	0	 16.172527	  2.985445	            	            	  0.30044024	  0.29508324	  0.30423705
Melotte_111         	1260617607691437952	0	0	 0.281941932820750085	214.3250390	+28.4399284	   -8.09547145	0.02087553	   -5.54784868	0.02365994	 9.4016e-02	  10.44051433	0.02166383	 1.04479870	0	 14.439327	  2.435760	    0.805547	    3.191303	  0.47968729	  0.47363889	  0.48419519
