#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:21:51 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:21:51	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/members&-out.max=unlimited&-out=Name,GaiaDR3,inrj,inrt,Prob,RA_ICRS,DE_ICRS,pmRA,e_pmRA,pmDE,e_pmDE,pmRApmDECor,Plx,e_Plx,RUWE,NSS,Gmag,BP-RP,RV,e_RV,Mass50,Mass16,Mass84&Name=CWNU_1044	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
Name	GaiaDR3	inrj	inrt	Prob	RA_ICRS	DE_ICRS	pmRA	e_pmRA	pmDE	e_pmDE	pmRApmDECor	Plx	e_Plx	RUWE	NSS	Gmag	BP-RP	RV	e_RV	Mass50	Mass16	Mass84
 	 	 	 	 	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	 	mas	mas	 	 	mag	mag	km/s	km/s	Msun	Msun	Msun
--------------------	-------------------	-	-	---------------------	-----------	-----------	--------------	----------	--------------	----------	-----------	-------------	----------	-----------	-	----------	----------	------------	------------	------------	------------	------------
CWNU_1044           	5317466346236563968	0	1	 0.733908740209496480	132.3885598	-53.8217851	  -13.87264770	0.12569426	    9.60281499	0.12744144	 5.8142e-02	   2.89106612	0.11396533	 0.95406806	0	 18.138657	  3.103756	            	            	  0.32811577	  0.28149866	  0.37606612
CWNU_1044           	5317482087300736256	0	1	 0.807456433830596398	132.0978610	-53.7150484	  -13.48328330	0.03891749	    9.81002208	0.03782782	 1.1094e-01	   2.94697894	0.03388452	 1.03075780	0	 16.089905	  2.337793	            	            	  0.65797281	  0.62103999	  0.67616405
CWNU_1044           	5318232400903926656	0	1	 0.798023598210043095	132.0285027	-53.7170593	  -13.74460576	0.06406551	    9.71589674	0.06542380	 1.2831e-01	   2.92915759	0.05624317	 1.04505600	0	 17.025173	  3.035985	            	            	  0.51726136	  0.47332002	  0.54766042
CWNU_1044           	5318282359963937152	0	1	 0.863806669993948950	130.5582062	-53.5397909	  -13.31009777	0.05819706	   10.12804353	0.06063435	-2.0747e-01	   2.89136889	0.04899432	 1.01692220	0	 16.818878	  2.660806	            	            	  0.54948301	  0.50784688	  0.57024331
CWNU_1044           	5318300811144301312	0	1	 0.966147063755943281	131.3701168	-53.2987330	  -13.38293888	0.03892869	    9.78114045	0.03241894	 4.8801e-02	   2.94740933	0.03042321	 1.06184380	0	 15.794270	  2.135006	            	            	  0.69816806	  0.66577352	  0.71436341
CWNU_1044           	5318433542814517120	0	1	 0.740688830998895820	131.8409259	-52.5339326	  -12.66728547	0.15721951	    9.79507924	0.15649591	-2.3958e-02	   2.88512489	0.13137206	 1.19661410	0	 18.357477	  2.950430	            	            	  0.29922173	  0.25260875	  0.33786940
CWNU_1044           	5318509340393763840	0	1	 0.734056111399456257	130.7978270	-53.0697631	  -12.30927861	0.04110794	   10.08303418	0.04664874	 3.4343e-02	   2.84464350	0.03802189	 1.07439840	0	 16.153042	  2.302800	            	            	  0.65013899	  0.61509108	  0.66858280
CWNU_1044           	5318514593131378176	0	1	 0.834854170178589761	131.1964818	-52.8859210	  -13.59782927	0.04840163	    9.95513946	0.04047992	 6.6458e-02	   2.99667060	0.03737885	 1.06118150	0	 16.236193	  2.365738	            	            	  0.63849421	  0.60235915	  0.65166962
CWNU_1044           	5318515147181453824	0	1	 1.000000000000000000	131.0905674	-52.8904918	  -13.10009621	0.10391036	    9.75280430	0.09024431	 2.1008e-02	   2.86049664	0.07900643	 1.03931090	0	 17.666395	  3.063967	            	            	  0.40502821	  0.36261994	  0.46167663
CWNU_1044           	5318516487219277440	0	1	 0.824007872832239641	131.3279766	-52.8261131	  -13.12880622	0.04873403	   10.15012381	0.04289688	 1.0445e-01	   2.85412509	0.03785793	 1.56656370	0	 15.576999	  1.985086	            	            	  0.71101134	  0.68954871	  0.72972297
CWNU_1044           	5318525347724842752	0	1	 1.000000000000000000	130.9142355	-52.8158924	  -13.06156987	0.07395972	    9.76955748	0.07197069	 6.5541e-02	   2.87154432	0.06140932	 0.95320827	0	 17.323265	  2.766150	            	            	  0.46259285	  0.41582572	  0.50002421
CWNU_1044           	5318529028523958528	0	1	 0.847530449697746602	130.6254214	-52.7212105	  -13.82544102	0.18112294	   10.30107676	0.16311526	 8.0840e-03	   2.86378411	0.14841145	 0.97576606	0	 18.490046	  3.170563	            	            	  0.28498221	  0.23919771	  0.31956523
CWNU_1044           	5318534526081733632	0	1	 1.000000000000000000	131.1468465	-52.5699034	  -13.51786807	0.01195386	    9.71616262	0.01109532	-5.5468e-02	   2.92479784	0.01039831	 0.90347093	0	 13.011260	  0.968795	   10.986608	    4.655207	  1.02061928	  0.97619888	  1.05429354
CWNU_1044           	5318574039781665408	1	1	 1.000000000000000000	130.1579312	-52.4986503	  -13.56939449	0.01634588	    9.93266261	0.01707029	 8.4124e-02	   2.94483235	0.01377758	 0.96480650	0	 13.900798	  1.272396	    5.064437	    9.165128	  0.88567164	  0.84493772	  0.94307063
